Country Name,Country Code,Series Name,Series Code,Year,Value,indicator,Normalized Value,Weighted Score
Finland,FIN,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,1990,41.8166717774431,Governance and Participation,3.461728221080393e-10,3.461728221080393e-11
Finland,FIN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1990,41.8166717774431,Social Inclusion,0.5223218386724128,0.05223218386724128
Finland,FIN,Population growth (annual %),SP.POP.GROW,1990,0.443382073914297,Social Inclusion,0.5222963196733396,0.05222963196733396
Finland,FIN,Net migration,SM.POP.NETM,1990,8864.0,Social Inclusion,0.5277633515371245,0.05277633515371245
Sweden,SWE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1990,6.23288099373338,Sustainability,2.0246867599214714e-08,4.049373519842943e-09
Sweden,SWE,Forest area (sq. km),AG.LND.FRST.K2,1990,280630.0,Sustainability,5.666804802021126e-06,1.1333609604042252e-06
Sweden,SWE,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,1990,5.389019872,Sustainability,2.0229887887334312e-08,4.045977577466863e-09
Sweden,SWE,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1990,1.33507781674704,Sustainability,2.0148316682896495e-08,4.0296633365792995e-09
Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,77.5368292682927,Quality of Life,2.16816066415232e-08,4.33632132830464e-09
Sweden,SWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1990,100.0,Quality of Life,2.2133598275124235e-08,4.426719655024847e-09
Sweden,SWE,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,1990,100.0,Quality of Life,2.2133598275124235e-08,4.426719655024847e-09
Sweden,SWE,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1990,1.11131836223726,Quality of Life,2.014381431755433e-08,4.028762863510867e-09
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1990,261846194498.885,Economic Development,0.08998549339635807,0.017997098679271614
Sweden,SWE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1990,1.832,Economic Development,0.05034100967615582,0.010068201935231164
Sweden,SWE,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,1990,14628966841.3363,Economic Development,0.05255588944107307,0.010511177888214615
Sweden,SWE,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1990,152504684.4,Economic Development,0.050364099449971084,0.010072819889994217
Sweden,SWE,Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,1990,152504684.4,Data-driven Decision Making,0.0012759116307609693,0.00012759116307609693
Sweden,SWE,"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,1990,152504684.4,Safety and Security,0.0012759116360835515,0.00012759116360835517
Sweden,SWE,"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,1990,152504684.4,Safety and Security,0.0012759116360835515,0.00012759116360835517
Sweden,SWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,0.584192066,Technological Integration,4.8875708811806835e-12,4.887570881180684e-13
Sweden,SWE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,1990,0.584192066,Technological Integration,4.8875708811806835e-12,4.887570881180684e-13
Sweden,SWE,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,1990,57.5685171783856,Technological Integration,4.81639899973971e-10,4.81639899973971e-11
Sweden,SWE,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,1990,57.5685171783856,Governance and Participation,4.779586942338512e-10,4.7795869423385125e-11
Sweden,SWE,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,1990,57.5685171783856,Governance and Participation,4.779586942338512e-10,4.7795869423385125e-11
Sweden,SWE,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,1990,57.5685171783856,Governance and Participation,4.779586942338512e-10,4.7795869423385125e-11
Sweden,SWE,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,1990,57.5685171783856,Governance and Participation,4.779586942338512e-10,4.7795869423385125e-11
Sweden,SWE,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1990,57.5685171783856,Social Inclusion,0.5223315543931367,0.05223315543931367
Sweden,SWE,Population growth (annual %),SP.POP.GROW,1990,0.772602675661167,Social Inclusion,0.5222965227362406,0.05222965227362406
Sweden,SWE,Net migration,SM.POP.NETM,1990,17724.0,Social Inclusion,0.5332281896829284,0.05332281896829284
Denmark,DNK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1990,10.1106043078901,Sustainability,2.0324893026539833e-08,4.064978605307967e-09
Denmark,DNK,Forest area (sq. km),AG.LND.FRST.K2,1990,5314.4,Sustainability,1.2705490268040405e-07,2.541098053608081e-08
Denmark,DNK,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,1990,36.8754956384,Sustainability,2.0863441528891526e-08,4.172688305778305e-09
Denmark,DNK,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1990,3.06750827495959,Sustainability,2.0183175700898008e-08,4.036635140179602e-09
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,74.8053658536585,Quality of Life,2.162664562886619e-08,4.325329125773238e-09
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,1990,100.0,Quality of Life,2.2133598275124235e-08,4.426719655024847e-09
Denmark,DNK,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,1990,100.0,Quality of Life,2.2133598275124235e-08,4.426719655024847e-09
Denmark,DNK,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1990,0.796948503617417,Quality of Life,2.0137488739226604e-08,4.027497747845321e-09
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1990,138247285815.855,Economic Development,0.07127216081372895,0.01425443216274579
Denmark,DNK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1990,8.338,Economic Development,0.050341009677140856,0.010068201935428171
Denmark,DNK,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,1990,1482233958.46973,Economic Development,0.050565425387357296,0.01011308507747146
Denmark,DNK,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1990,1482233958.46973,Economic Development,0.050565425387357296,0.01011308507747146
Denmark,DNK,Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,1990,1482233958.46973,Data-driven Decision Making,0.012400927628207563,0.0012400927628207564
Denmark,DNK,"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,1990,0.958202626510055,Safety and Security,8.016684114983162e-12,8.016684114983162e-13
Denmark,DNK,"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,1990,0.631021323788084,Safety and Security,5.27936209176577e-12,5.27936209176577e-13
Denmark,DNK,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,0.097277268,Technological Integration,8.138582670816511e-13,8.13858267081651e-14
Denmark,DNK,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,1990,0.097277268,Technological Integration,8.138582670816511e-13,8.13858267081651e-14
Denmark,DNK,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,1990,49.9424617168702,Technological Integration,4.1783744735392526e-10,4.178374473539253e-11
Denmark,DNK,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,1990,49.9424617168702,Governance and Participation,4.1415624161357067e-10,4.141562416135707e-11
Denmark,DNK,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,1990,49.9424617168702,Governance and Participation,4.1415624161357067e-10,4.141562416135707e-11
Denmark,DNK,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,1990,49.9424617168702,Governance and Participation,4.1415624161357067e-10,4.141562416135707e-11
Denmark,DNK,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,1990,49.9424617168702,Governance and Participation,4.1415624161357067e-10,4.141562416135707e-11
Denmark,DNK,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1990,49.9424617168702,Social Inclusion,0.5223268506506098,0.052232685065060985
Denmark,DNK,Population growth (annual %),SP.POP.GROW,1990,0.162456320242469,Social Inclusion,0.5222961463986472,0.052229614639864724
Denmark,DNK,Net migration,SM.POP.NETM,1990,9449.0,Social Inclusion,0.5281241788864807,0.05281241788864807
Norway,NOR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1990,6.90925063061818,Sustainability,2.0260477139058624e-08,4.052095427811725e-09
Norway,NOR,Forest area (sq. km),AG.LND.FRST.K2,1990,121320.0,Sustainability,2.461256128193815e-06,4.92251225638763e-07
Norway,NOR,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,1990,121320.0,Sustainability,2.461256128193815e-06,4.92251225638763e-07
Norway,NOR,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1990,0.175148629646989,Sustainability,2.0124977222301162e-08,4.024995444460232e-09
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,76.5373170731707,Quality of Life,2.166149500388873e-08,4.3322990007777455e-09
Norway,NOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1990,100.0,Quality of Life,2.2133598275124235e-08,4.426719655024847e-09
Norway,NOR,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,1990,100.0,Quality of Life,2.2133598275124235e-08,4.426719655024847e-09
Norway,NOR,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1990,1.10806315158386,Quality of Life,2.014374881798624e-08,4.028749763597248e-09
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1990,119791843059.572,Economic Development,0.06847793842181704,0.013695587684363408
Norway,NOR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1990,5.261,Economic Development,0.050341009676674986,0.010068201935334998
Norway,NOR,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,1990,1466739129.96195,Economic Development,0.050563079412928674,0.010112615882585736
Norway,NOR,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1990,157823577.9,Economic Development,0.050364904750148064,0.010072980950029613
Norway,NOR,Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,1990,157823577.9,Data-driven Decision Making,0.001320411497335398,0.0001320411497335398
Norway,NOR,"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,1990,0.53675864530455,Safety and Security,4.490725016132809e-12,4.4907250161328094e-13
Norway,NOR,"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,1990,1.69221070401507,Safety and Security,1.4157672182022275e-11,1.4157672182022275e-12
Norway,NOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,0.707299448,Technological Integration,5.917533611830961e-12,5.917533611830962e-13
Norway,NOR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,1990,0.707299448,Technological Integration,5.917533611830961e-12,5.917533611830962e-13
Norway,NOR,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,1990,50.1958685863721,Technological Integration,4.199575446790208e-10,4.199575446790208e-11
Norway,NOR,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,1990,50.1958685863721,Governance and Participation,4.1627633893867404e-10,4.162763389386741e-11
Norway,NOR,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,1990,50.1958685863721,Governance and Participation,4.1627633893867404e-10,4.162763389386741e-11
Norway,NOR,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,1990,50.1958685863721,Governance and Participation,4.1627633893867404e-10,4.162763389386741e-11
Norway,NOR,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,1990,50.1958685863721,Governance and Participation,4.1627633893867404e-10,4.162763389386741e-11
Norway,NOR,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1990,50.1958685863721,Social Inclusion,0.5223270069516852,0.05223270069516853
Norway,NOR,Population growth (annual %),SP.POP.GROW,1990,0.344151412835214,Social Inclusion,0.5222962584679781,0.052229625846797814
Norway,NOR,Net migration,SM.POP.NETM,1990,1895.0,Social Inclusion,0.5234648800881282,0.05234648800881282
Austria,AUT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1990,7.59010660536478,Sustainability,2.027417695053886e-08,4.054835390107772e-09
Austria,AUT,Forest area (sq. km),AG.LND.FRST.K2,1990,37756.7,Sustainability,7.79841116608643e-07,1.5596822332172863e-07
Austria,AUT,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,1990,2.6266712196,Sustainability,2.0174305418817903e-08,4.034861083763581e-09
Austria,AUT,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1990,2.28416098669263,Sustainability,2.0167413615272183e-08,4.0334827230544365e-09
Austria,AUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,75.5682926829269,Quality of Life,2.16419968251865e-08,4.3283993650373005e-09
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1990,100.0,Quality of Life,2.2133598275124235e-08,4.426719655024847e-09
Austria,AUT,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,1990,100.0,Quality of Life,2.2133598275124235e-08,4.426719655024847e-09
Austria,AUT,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1990,1.15904598274011,Quality of Life,2.0144774666626e-08,4.0289549333252e-09
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1990,166463386179.354,Economic Development,0.0755441829206644,0.01510883658413288
Austria,AUT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1990,3.25,Economic Development,0.050341009676370514,0.010068201935274104
Austria,AUT,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,1990,1701000000.0,Economic Development,0.05059854737635026,0.010119709475270052
Austria,AUT,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1990,634832336.4,Economic Development,0.050437125643016376,0.010087425128603276
Austria,AUT,Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,1990,634832336.4,Data-driven Decision Making,0.00531124645353142,0.000531124645353142
Austria,AUT,"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,1990,0.996013398418599,Safety and Security,8.333023275561841e-12,8.333023275561842e-13
Austria,AUT,"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,1990,1.3366090157445,Safety and Security,1.1182574507741419e-11,1.118257450774142e-12
Austria,AUT,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,0.130369377,Technological Integration,1.0907193163127737e-12,1.0907193163127738e-13
Austria,AUT,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,1990,0.130369377,Technological Integration,1.0907193163127737e-12,1.0907193163127738e-13
Austria,AUT,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,1990,53.2112695398374,Technological Integration,4.451855249153041e-10,4.4518552491530413e-11
Austria,AUT,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,1990,53.2112695398374,Governance and Participation,4.415043191750501e-10,4.4150431917505014e-11
Austria,AUT,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,1990,53.2112695398374,Governance and Participation,4.415043191750501e-10,4.4150431917505014e-11
Austria,AUT,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,1990,53.2112695398374,Governance and Participation,4.415043191750501e-10,4.4150431917505014e-11
Austria,AUT,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,1990,53.2112695398374,Governance and Participation,4.415043191750501e-10,4.4150431917505014e-11
Austria,AUT,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1990,53.2112695398374,Social Inclusion,0.5223288668476395,0.052232886684763946
Austria,AUT,Population growth (annual %),SP.POP.GROW,1990,0.762001611316115,Social Inclusion,0.5222965161975158,0.052229651619751585
Austria,AUT,Net migration,SM.POP.NETM,1990,59606.0,Social Inclusion,0.5590609607012756,0.055906096070127566
Switzerland,CHE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1990,6.45169792535767,Sustainability,2.025127051381505e-08,4.0502541027630105e-09
Switzerland,CHE,Forest area (sq. km),AG.LND.FRST.K2,1990,11535.0,Sustainability,2.522224130715294e-07,5.044448261430588e-08
Switzerland,CHE,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,1990,11535.0,Sustainability,2.522224130715294e-07,5.044448261430588e-08
Switzerland,CHE,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1990,0.80193482688391,Sustainability,2.0137589071295742e-08,4.0275178142591486e-09
Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,77.2424390243902,Quality of Life,2.1675683082073515e-08,4.335136616414703e-09
Switzerland,CHE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1990,100.0,Quality of Life,2.2133598275124235e-08,4.426719655024847e-09
Switzerland,CHE,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,1990,100.0,Quality of Life,2.2133598275124235e-08,4.426719655024847e-09
Switzerland,CHE,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1990,1.63893074370356,Quality of Life,2.015443064527829e-08,4.030886129055658e-09
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1990,265763573999.424,Economic Development,0.0905785991626392,0.01811571983252784
Switzerland,CHE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1990,2.07,Economic Development,0.05034100967619186,0.010068201935238372
Switzerland,CHE,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,1990,5529967186.36586,Economic Development,0.05117826719078803,0.010235653438157606
Switzerland,CHE,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1990,923652832.0,Economic Development,0.05048085413583586,0.010096170827167173
Switzerland,CHE,Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,1990,923652832.0,Data-driven Decision Making,0.007727627514396867,0.0007727627514396867
Switzerland,CHE,"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,1990,1.48847385707616,Safety and Security,1.2453132975695255e-11,1.2453132975695256e-12
Switzerland,CHE,"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,1990,1.79654317974584,Safety and Security,1.5030556974578155e-11,1.5030556974578157e-12
Switzerland,CHE,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,0.595714223,Technological Integration,4.983969586878943e-12,4.983969586878943e-13
Switzerland,CHE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,1990,0.595714223,Technological Integration,4.983969586878943e-12,4.983969586878943e-13
Switzerland,CHE,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,1990,62.2710885381958,Technological Integration,5.209833833633578e-10,5.209833833633578e-11
Switzerland,CHE,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,1990,62.2710885381958,Governance and Participation,5.173021776233829e-10,5.173021776233829e-11
Switzerland,CHE,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,1990,62.2710885381958,Governance and Participation,5.173021776233829e-10,5.173021776233829e-11
Switzerland,CHE,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,1990,62.2710885381958,Governance and Participation,5.173021776233829e-10,5.173021776233829e-11
Switzerland,CHE,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,1990,62.2710885381958,Governance and Participation,5.173021776233829e-10,5.173021776233829e-11
Switzerland,CHE,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1990,62.2710885381958,Social Inclusion,0.5223344549339213,0.05223344549339213
Switzerland,CHE,Population growth (annual %),SP.POP.GROW,1990,1.02687307219521,Social Inclusion,0.5222966795699383,0.05222966795699383
Switzerland,CHE,Net migration,SM.POP.NETM,1990,58538.0,Social Inclusion,0.5584022194891178,0.055840221948911785
Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1990,12.0265802780856,Sustainability,2.036344524692992e-08,4.072689049385984e-09
Germany,DEU,Forest area (sq. km),AG.LND.FRST.K2,1990,113000.0,Sustainability,2.293845639421966e-06,4.587691278843932e-07
Germany,DEU,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,1990,113000.0,Sustainability,2.293845639421966e-06,4.587691278843932e-07
Germany,DEU,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1990,0.304391490915731,Sustainability,2.0127577776456846e-08,4.0255155552913695e-09
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,75.0856341463415,Quality of Life,2.1632285034138465e-08,4.326457006827693e-09
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1990,100.0,Quality of Life,2.2133598275124235e-08,4.426719655024847e-09
Germany,DEU,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,1990,100.0,Quality of Life,2.2133598275124235e-08,4.426719655024847e-09
Germany,DEU,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1990,1.17298437816633,Quality of Life,2.014505512739415e-08,4.02901102547883e-09
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1990,1771671206875.68,Economic Development,0.31857859263347404,0.06371571852669482
Germany,DEU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1990,4.89,Economic Development,0.05034100967661882,0.010068201935323765
Germany,DEU,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,1990,24036895480.1142,Economic Development,0.05398028468377365,0.010796056936754731
Germany,DEU,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1990,4876062012.0,Economic Development,0.051079263525336656,0.010215852705067332
Germany,DEU,Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,1990,4876062012.0,Data-driven Decision Making,0.040794971532010026,0.004079497153201003
Germany,DEU,"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,1990,0.927559429667503,Safety and Security,7.760311587332393e-12,7.760311587332394e-13
Germany,DEU,"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,1990,1.43766764114695,Safety and Security,1.2028069035236698e-11,1.2028069035236699e-12
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,0.125892223,Technological Integration,1.0532617594671426e-12,1.0532617594671426e-13
Germany,DEU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,1990,0.125892223,Technological Integration,1.0532617594671426e-12,1.0532617594671426e-13
Germany,DEU,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,1990,68.8934857823846,Technological Integration,5.763888532731604e-10,5.763888532731604e-11
Germany,DEU,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,1990,68.8934857823846,Governance and Participation,5.727076475333895e-10,5.727076475333895e-11
Germany,DEU,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,1990,68.8934857823846,Governance and Participation,5.727076475333895e-10,5.727076475333895e-11
Germany,DEU,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,1990,68.8934857823846,Governance and Participation,5.727076475333895e-10,5.727076475333895e-11
