Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Finland,FIN,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,2782180611.33413,-119985370.222833,-757042115.732085,1401472820.32294,3135875908.4666,1900766973.36609,3217625583.85072,5585767239.02388,19183881370.5273,9886419010.11006,28282248584.2249,7946345581.10082,7337632777.12388,208745486.366789,2759170268.29143,10474135236.217,1800729565.04827,16519503408.9329,30158089090.5792,-3905274792.9364,14987055691.922,-3550833319.27804,8375105844.81521,-7158270452.85655,418507536.634691,-756067509.205939,20614048166.9572,13683686772.5911,3152243197.25273,7043213428.38185,4960949985.62331,19311355741.6309,20741036233.428,2048050300.46444
Finland,FIN,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,62883602.14,101185310.4,103113151.6,77051124.57,66893753.05,74258863.4748787,145460570.56626,235253974.281213,375411975.73708,443613008.719749,472728415.184529,490718039.670651,477152547.367382,526381939.256486,666913866.793652,692277075.821046,714798889.163735,805950014.963268,959188912.040189,865768666.007242,893815226.240978,756066320.344963,862122979.632129,1073207238.90387,1068529689.12229,865419880.708975,860964517.47309,908303115.941151,841053346.465202,841961779.328994,598130660.990562,667355299.134199,661569129.586041,679060611.092622
Finland,FIN,Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.46125,88.5458333333333,88.7475,88.5075,90.1208333333333,93.4741666666667,93.6358333333333,..
Finland,FIN,"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,1.48029955030058,1.4733159223578,2.1221828464556,1.53446935090843,1.80737272711092,1.85663473509256,1.74622350633691,1.37447735485219,1.19805804030799,1.19272364034164,1.7276955013019,1.79355893504645,1.6421180201078,1.13254156923781,1.23565077139244,1.30652298397904,1.37638184552346,1.77881278328983,1.62413464076172,1.2497890980897,0.988454485514932,1.34903857302346,1.48859175951909,0.831710292884972,0.972855879688715,0.574962124370057,0.789003868270783,1.07433580084393,0.858903763233157,1.00151031332071,..,..,..,..
Finland,FIN,"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,4.71172313914834,4.7645686956336,4.12191441857494,3.6553886483908,4.03002789351349,3.91413618432579,4.29054049993811,4.10325476971949,3.23807492147589,4.42304572423084,4.04623662615633,4.27828618437431,3.47584616731516,2.85722401090984,4.49660770049934,3.27204099399931,3.18070722637287,3.1270992101179,3.41753591436653,3.28450371148919,3.45779560970151,2.75943196525989,1.80479794253035,2.46868741199457,2.27094579866651,2.44746388970986,1.9210216288564,1.36243970974143,2.27840532941056,1.94441254711073,..,..,..,..
Finland,FIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.40108767,1.397439332,1.88687977,2.568461349,4.915098554,13.90030389,16.78007526,19.4586828,25.45252493,32.29509229,37.2485,43.1054,62.43,69.22,72.39,74.48,79.66,80.78,83.67,82.49,86.89,88.71,89.88,91.5144,86.5304,86.4221,87.7036,87.4689,88.89,89.6074,92.1703,92.8081,92.9888,93.5139
Finland,FIN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.7676028069453,21.4871790178276,18.01546011419,13.1465805635812,11.0749998574353,10.4735919116817,9.02392907701926,10.0520599955454,10.1842019957389,10.0522849596343,9.65603840857333,9.01758300794313,9.21454102016798,9.98225530086373,10.293656538116,8.13242120783773,..
Finland,FIN,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,41.8166717774431,38.6372319438074,39.8986829994771,42.4725885601161,43.0244610381764,45.6843569377408,49.1967382735817,49.9920926878823,52.2758053724243,53.3282637503199,55.2831968915115,55.7568742750169,55.1887821703361,54.9480585074786,53.3945298947115,57.4295274801767,55.5874545921599,55.426158672999,57.1053557661169,57.4811747320713,48.9780402444658,46.4432097669495,46.4650774100727,44.4898160178286,46.3510486699021,49.7310507454354,48.1196493739482,50.3750787223876,48.5052477617381,49.7775258932975,52.5948333293364,50.3467917574922,..,..
Finland,FIN,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.81736147403717,..,..,..,..,..,..,0.814,0.814484000205994,..,0.796001017093658,..,..,..
Finland,FIN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,..,..,..,..,..,..,33.5,33.5,37,36.5,36.5,36.5,37.5,37.5,37.5,38,41.5,41.5,40,40,42.5,42.5,42.5,42.5,41.5,41.5,42,42,47,46,46,45.5,46
Finland,FIN,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..,..,..,..,..,..,..,..,..,..,10.02083,..,..,..,..,..,..,..,..,..,10.49167,..,..,..,..,..,..,..,..,..,..,10.74958,..,..
Finland,FIN,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,0,..,..,..,0,..,..,..,..,0,..,..,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0,0.1,0.1,0,0,0,..,..
Finland,FIN,Population growth (annual %),SP.POP.GROW,0.443382073914297,0.546172018187903,0.561909850746084,0.483854088858285,0.431048902829755,0.381655333457214,0.328037913627481,0.297377330426395,0.265472962436301,0.232116249119004,0.2076065154133,0.227687341886374,0.242381050233372,0.238457240068217,0.290350361518584,0.342248594286999,0.383777136305104,0.425429832100631,0.465549284507694,0.478246393482911,0.457494535465831,0.463558707499131,0.475809486683209,0.460723772785295,0.413560207519414,0.329383885818507,0.287421401687637,0.234670531705453,0.132641040791912,0.110191690491055,0.143641197212847,0.207288594407348,0.271944526506117,0.505513909563998
Finland,FIN,Net migration,SM.POP.NETM,8864,14401,9296,8887,3688,4250,3612,5014,3887,3532,2428,6395,5250,6039,6872,9406,10801,13940,15579,14757,14053,16712,17620,18026,15950,12433,17210,13307,11646,15558,17482,14928,13999,13999
Sweden,SWE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.23288099373338,6.29383077793412,6.54654607538221,6.48098923664123,6.6610293317936,6.5969528054969,7.19911937543703,6.48668300086524,6.59400874977149,6.46485827186072,6.00505471697879,5.90125180418977,6.05310411544794,6.16223362899073,5.95909437572406,5.54650873817718,5.36698124168204,5.14361901913536,4.99187766286243,4.59865903318971,5.11674720514525,4.70430712060359,4.41169765995117,4.2069276640016,4.02150965696553,3.99217853401293,3.89911000460038,3.79492404723228,3.52974394445168,3.40159396635064,3.24298914312747,..,..,..
Sweden,SWE,Forest area (sq. km),AG.LND.FRST.K2,280630,280730,280830,280930,281030,281130,281230,281330,281430,281530,281630,281540,281450,281360,281270,281180,281090,281000,280910,280820,280730,280544,280358,280172,279986,279800,279800,279800,279800,279800,279800,279800,..,..
Sweden,SWE,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,5.389019872,5.6210030293,5.8526740666,5.6899979434,5.5210007687,5.3453068206,5.4375407816,5.5330136481,5.548794813,5.5644862124,5.5803571429,5.0476724621,5.0448430493,5.0561797753,5.0675675676,4.0684410646,4.0684410646,4.0684410646,3.9250220153,3.7837162837,3.6444775009,3.5564694235,3.4641491769,3.367191874,3.2652391501,3.1578947368,3.4751037344,3.8096083829,4.1628628811,4.5364891519,4.1062801932,..,..,..
Sweden,SWE,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.33507781674704,1.27440974348506,1.39855827211929,1.52843087981163,1.61317449194114,1.65483198802371,1.60922155773785,1.99522807393805,1.95099218469561,1.97367571268035,3.13707128643334,2.63683901110802,3.26175869120654,3.83442040493725,5.3094486164314,5.32251444447953,6.52401490724844,7.57208227222943,8.23048287456469,10.2134637345905,10.5772598679779,11.7301369680674,11.6429137926891,13.9363919728682,14.3122289227243,16.7540495643206,..,..,..,..,..,..,..,..
Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.5368292682927,77.6668292682927,77.9987804878049,78.0604878048781,78.650243902439,78.7404878048781,78.9590243902439,79.1975609756098,79.3390243902439,79.4414634146342,79.6439024390244,79.7951219512195,79.8463414634146,80.0951219512195,80.4975609756098,80.5463414634146,80.7487804878049,80.9,81.1,81.3512195121951,81.4512195121951,81.8024390243903,81.7048780487805,81.9560975609756,82.2536585365854,82.2048780487805,82.3073170731707,82.409756097561,82.5585365853659,83.109756097561,82.3560975609756,83.0560975609756,83.109756097561,..
Sweden,SWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Sweden,SWE,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,..,..,..,..,99.2070975225057,99.193166205897,99.177421446522,99.1616384999579,99.1458237487489,99.1299694658713,99.1141273291373,99.0982564446482,99.0822922746315,99.0662426749264,99.0500976840453,99.0338223555412,99.0173494884618,99.0006982963086,98.9838638258218,98.9668669088397,98.9497051029324,98.932379673507,98.9149080830485,98.8972906623906,98.8795436059556,98.8616651743284,98.8608146114769,..
Sweden,SWE,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.11131836223726,1.33811634293269,1.31940290768624,1.24375180264837,1.1463340723558,0.993321284460328,1.12685758631544,0.987753110315333,1.04206392994249,1.141387900565,1.08217257642802,0.977885347663812,1.13152435824644,0.948501236929304,1.18832608445167,0.916950976707457,0.999481642460265,1.21122544097199,0.888477588775841,0.999848087597013,0.969970408974166,0.855568656083846,0.711595814832932,0.901654193438196,0.892535769525105,1.13713104983543,1.06497160695274,1.12346257129762,1.06275175162153,1.08103670251082,1.19587582931939,1.07957344811078,..,..
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,261846194498.885,274229034311.699,284321115594.629,212953336588.123,229033566614.826,267305875261.099,291743811512.079,268146144677.73,270809066780.714,274072182416.731,262835454366.855,242395852494.409,266849061835.659,334337212322.076,385118044877.465,392218088878.779,423093437423.762,491252589217.021,517706149201.196,436537014293.554,495812558843.31,574094112972.733,552483727282.802,586841821796.891,581964017237.095,505103781349.757,515654671469.547,541018749769.097,555455371487.089,533879529188.454,547054174235.876,639714956069.468,590409594949.102,593267701033.408
Sweden,SWE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1.832,3.243,5.722,9.33,9.58,8.897,9.547,10.359,8.941,7.607,5.466,4.73,4.965,5.555,6.693,7.81,7.066,6.161,6.235,8.351,8.61,7.804,7.976,8.052,7.954,7.432,6.99,6.718,6.365,6.833,8.291,8.722,7.392,7.611
Sweden,SWE,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,14628966841.3363,7262387868.76035,418773579.285979,1470597788.64702,6685474706.72819,11398842089.2866,5111896469.00295,12118514812.7726,27807970842.84,24373783333.6872,40232715840.3664,14787053131.3675,16666790287.7004,22342652210.2909,28183811925.235,38277389482.455,21602860370.7808,55891332337.6853,34764603506.4589,26474833267.5597,22122824553.3925,23773996175.9531,17495186358.4923,28050204052.9315,-1660754178.02702,14269159324.8069,-17332261.712574,38618261202.9672,13459639997.9937,21920950648.7745,22589474290.0847,63141932546.7113,62478616639.123,40511552980.1428
Sweden,SWE,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,152504684.4,206945068.4,232189392.1,231370147.7,249319122.3,255220836.857018,269921303.798516,315803567.074952,125562625.196401,363992361.710811,437804032.852545,578184768.644122,512116309.85076,1357412369.77668,1595817024.61163,1811506054.40485,2245090114.17167,3205455116.73307,4095491168.94481,3967954238.18227,4060977951.31987,4384693878.28591,4293492857.77708,4673990969.76154,4689970392.57994,3777976974.35937,3191918176.86581,3259793128.55943,3272972546.11362,3384220598.29468,3265896438.89928,3262227168.87979,3698518046.20896,4158945513.89121
Sweden,SWE,Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.0295833333333,88.67125,88.7216666666667,88.5241666666667,89.58875,92.6095833333333,92.2279166666667,..
Sweden,SWE,"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,..,..,..,..,..,..,..,..,..,0.641843398841026,0.823258295455019,0.65254477863528,0.804839062883086,0.595846387188558,0.895188428247488,0.671264323771034,0.77851425612767,0.690678305710115,0.59717852265043,0.823414681871138,0.573315355296266,0.526557950703855,0.438664975369484,0.538469615505771,0.513082053108097,0.589673295577298,0.58416980406139,0.538817833672922,0.652523128978908,0.489758608756433,0.485444198432112,0.462019761740259,..,..
Sweden,SWE,"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,..,..,..,..,..,..,..,..,..,1.65256390349556,1.3469275622094,1.31024013993565,1.46485274225548,1.30789866823163,1.48670992483083,1.16672138242506,1.22381751794837,1.73883662613694,1.18319394089392,1.17802384666743,1.36978106724994,1.18654827175007,0.964616604742475,1.26544648582399,1.27179656752363,1.68310192033818,1.54339330451932,1.70390829010822,1.46914616750695,1.66558016611644,1.89689803521601,1.68799931114455,..,..
Sweden,SWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.584192066,1.160519453,1.497871352,1.716364182,3.412810096,5.098024244,9.04359976,23.72794756,33.46751233,41.43278316,45.6877,51.7657,70.57,79.13,83.89,84.83,87.76,82.01,90,91,90,92.77,93.18,94.7836,92.5236,90.6102,89.6509,93.0063,89.247,94.4934,94.5394,94.6703,95.0097,95.7033
Sweden,SWE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.8039639974836,17.2457757600378,18.7701316945871,19.4077531750423,18.6931914783165,17.978442577385,18.0204127033274,17.8738134733789,18.1253358791084,17.8317330220114,15.1063538000603,14.1596908535273,14.5009868461904,15.1306699867391,13.9300209473511,16.8399252960874,..
Sweden,SWE,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,57.5685171783856,57.8874481346883,57.9068105929655,58.8178789741875,59.8579842605828,58.327713942069,60.7575897774789,61.5021115193254,64.3402936427569,65.5450502111012,64.3148738149006,61.9148562667619,61.8122161763167,62.2564579214198,62.3597351014199,61.2157331228635,60.8700212832051,60.4983218930773,57.8626677493388,57.9770181046618,57.6901196438047,57.7611776367332,55.5652951611499,57.3381840782911,57.0165391596516,59.7454551570365,60.7363260706074,60.048526512894,59.7407749421005,60.6472693811702,61.3813998112703,58.3049882034876,..,..
Sweden,SWE,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.762113332748413,..,..,..,..,..,..,0.8,0.802509963512421,..,0.79535710811615,..,..,..
Sweden,SWE,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,..,..,..,..,..,..,40.4011461318052,40.4011461318052,42.6934097421203,42.6934097421203,42.6934097421203,44.9856733524355,45.2722063037249,45.2722063037249,45.2722063037249,47.2779369627507,46.9914040114613,46.9914040114613,46.4183381088825,44.9856733524355,44.6991404011461,44.6991404011461,44.9856733524355,44.6991404011461,43.5530085959885,43.5530085959885,43.5530085959885,46.1318051575931,47.2779369627507,46.9914040114613,46.9914040114613,46.4183381088825,46.4183381088825
Sweden,SWE,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..,..,..,..,..,..,..,..,..,..,..,12.69744,..,..,..,..,..,..,..,..,..,12.82797,..,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,0.2,..,..,0.2,..,..,..,..,0,0.2,0,0.3,0.4,1.1,0.4,0.4,0.6,0.5,0.5,0.6,0.5,0.7,0.5,0.6,0.3,0.2,0.7,0.3,0.4,0.6,..,..
Sweden,SWE,Population growth (annual %),SP.POP.GROW,0.772602675661167,0.681643117607529,0.586529928761034,0.580838814302139,0.710705461619655,0.524703941553734,0.159147080582875,0.0572622034229794,0.0555121222123307,0.0779271508703018,0.160575484575313,0.268470527954234,0.325438067703728,0.372092942799084,0.393298991357658,0.399942762807279,0.562483906481893,0.741552514625445,0.779033290770134,0.851904412936677,0.852524628765313,0.755150133665177,0.739763272434863,0.847348652246305,0.992219728591882,1.05745468551674,1.25645398510305,1.34744505956262,1.16164515996039,1.01372226345511,0.722703912882934,0.600591532839468,0.68058286829853,0.472717863265105
Sweden,SWE,Net migration,SM.POP.NETM,17724,18514,19363,20278,21185,22161,23219,24183,25405,26554,27734,29249,31068,33445,36044,39103,42580,46383,50669,55405,60639,65397,69451,72873,75670,77987,79667,80765,81492,81585,81066,80097,39998,39998
Denmark,DNK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.1106043078901,12.1646633547381,11.0164811258912,11.4290521502023,12.1339446580794,11.47221877745,13.9414912273702,12.0373525707045,11.2571332367687,10.6596472358313,9.85127020370004,10.1227088314642,10.0149536889517,10.9884401920834,9.94122885590458,9.26331394138722,10.6917586613287,9.77973200464786,9.12471027761107,8.67875710991754,8.67475665065938,7.73672793386388,6.83460751287831,7.11686267972613,6.34715312817014,5.93032476740055,6.16973434054759,5.75613445319845,5.71891295897775,5.10738642637222,4.69123730751634,..,..,..
Denmark,DNK,Forest area (sq. km),AG.LND.FRST.K2,5314.4,5354.56,5394.72,5434.88,5475.04,5515.2,5555.36,5595.52,5635.68,5675.84,5716,5730.89,5745.78,5760.67,5775.56,5790.45,5805.34,5820.23,5835.12,5850.01,5864.9,5941.28,6017.66,6094.04,6170.42,6246.8,6246.6,6256,6265.6,6275,6284.4,6293.8,..,..
Denmark,DNK,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,36.8754956384,35.8402572294,34.6992585255,33.4354203606,32.0277768764,30.4503032128,33.8309471646,39.5710455764,34.0726101596,30.4058475882,25.9205372132,25.3595912636,24.7342416529,25.6204600484,28.9917208752,27.1357564461,33.7736932797,20.585143658,35.4829339143,35.2505782575,33.6024498886,32.8223746134,26.0377358491,40.0932213605,43.316032531,47.7457501848,52.0687264303,53.3301034385,59.6246033476,53.5757418089,54.0065340065,..,..,..
Denmark,DNK,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,3.06750827495959,2.82391572034478,4.3073719825623,4.64767174898452,4.21410616590271,4.95402361390718,3.84457467059834,6.56662529617511,9.48118599956218,11.1716341212744,15.3718137186919,15.4204988205359,17.1990734848678,17.4446802061231,23.4889702245524,27.0071180268168,20.1223389094736,26.1394851968664,27.5016386279222,27.6062996454388,31.9283618959395,40.205512503903,48.27204325592,45.9229197248367,55.8538404175988,65.443742011262,..,..,..,..,..,..,..,..
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.8053658536585,75.1578048780488,75.1941463414634,75.1168292682927,75.3751219512195,75.2126829268293,75.5914634146342,75.9451219512195,76.1390243902439,76.3414634146341,76.5926829268293,76.7926829268293,76.8951219512195,77.1439024390244,77.4926829268293,77.8439024390244,78.0951219512195,78.1951219512195,78.4463414634146,78.5975609756098,79.1,79.8,80.0512195121951,80.3,80.7,80.7024390243902,80.8536585365854,81.1024390243903,80.9536585365854,81.4512195121951,81.6024390243903,81.4048780487805,81.3048780487805,..
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Denmark,DNK,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,..,..,..,..,99.5972400523787,99.597240178573,99.5972404342065,99.5972369771534,99.5972376063599,99.5972351294476,99.5972401907383,99.5972388625503,99.5972390180501,99.5972304219648,99.5972315674596,99.5972329617576,99.5972277498307,99.5972286921987,99.597229398165,99.5972333139117,99.5972270534455,99.5972298174189,99.5972331722186,99.5972319033954,99.5972251411852,99.5972277532465,99.5972292400995,..
Denmark,DNK,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.796948503617417,1.31825738006039,1.19795906419302,1.36702096576951,1.43849029867758,1.12698730601612,1.2937576668222,1.66749362349491,0.924704170151606,0.977470434338988,1.0860091131144,0.970013795648126,0.892409444146045,..,..,..,..,..,..,..,0.756641079287248,0.824961764815596,0.839141936305735,0.853275007246171,1.30958327379006,1.09197301206313,0.981275682919688,1.23751924799964,1.00577697485176,1.13874032545199,0.944102116831435,0.802836849630622,..,..
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,138247285815.855,139224688814.195,152915654478.885,143195627014.605,156162386724.523,185006881515.065,187632346387.983,173537647058.824,176991934992.837,177965188354.692,164158739097.623,164791442543.375,178635163717.431,218096033517.009,251373002954.382,264467336457.17,282884947702.966,319423424509.066,353361038818.383,321241303699.006,321995279401.502,344003137611.271,327148943812.137,343584391647.927,352993631617.708,302673070846.857,313115929314.339,332121063806.391,356841216410.068,346498737961.635,354762748338.661,405687998852.691,400167196948.707,404198757537.974
